"ДАТА","ТИП","СО СЧЁТА","НА СЧЁТ / НА КАТЕГОРИЮ","СУММА","ВАЛЮТА","СУММА 2","ВАЛЮТА 2","МЕТКИ","ЗАМЕТКИ"
"08.10.21","Расход","Kaspi Медет ","Продукты","200","KZT","200","KZT","","Сок"
"07.10.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","600","KZT","600","KZT","",""
"07.10.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","2670","KZT","2670","KZT","","Заправка"
"07.10.21","Расход","Halyk Медет","Общие (Платежи)","150","KZT","150","KZT","","Комиссия "
"07.10.21","Перевод","Halyk Медет","Kaspi Медет ","6500","KZT","6500","KZT","",""
"07.10.21","Перевод","Наличные Айкумiс ","Наличные Медет ","300","KZT","300","KZT","",""
"07.10.21","Расход","Наличные Медет ","Продукты","1100","KZT","1100","KZT","","Обед "
"06.10.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","800","KZT","800","KZT","","Береке"
"06.10.21","Расход","Наличные Медет ","Кафе","4300","KZT","4300","KZT","","Суши"
"06.10.21","Расход","Kaspi Медет ","Досуг","1568","KZT","1568","KZT","","Пиво"
"06.10.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","1500","KZT","1500","KZT","",""
"06.10.21","Расход","Наличные Медет ","Уход за собой","550","KZT","550","KZT","","Прокладки "
"06.10.21","Расход","Halyk Медет","Разное (Покупки)","890","KZT","890","KZT","","Мышка"
"06.10.21","Перевод","Halyk Медет","Наличные Медет ","6000","KZT","6000","KZT","",""
"06.10.21","Перевод","Halyk Медет","Кошелёк ","81000","KZT","81000","KZT","",""
"06.10.21","Расход","Kaspi Медет ","Досуг","2250","KZT","2250","KZT","","Хукаура"
"06.10.21","Перевод","Kaspi Медет ","Кошелёк ","19000","KZT","19000","KZT","",""
"06.10.21","Расход","Kaspi Медет ","Продукты","340","KZT","340","KZT","","Энергетик "
"06.10.21","Расход","Kaspi Медет ","Покупки","5500","KZT","5500","KZT","","Замена батареи "
"06.10.21","Доход","Halyk Айкумiс ","Пособие ","54832","KZT","54832","KZT","",""
"05.10.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","380","KZT","380","KZT","",""
"05.10.21","Доход","Kaspi Медет ","Подработка","28000","KZT","28000","KZT","",""
"05.10.21","Перевод","Kaspi Медет ","Kaspi Айкумiс ","2000","KZT","2000","KZT","",""
"05.10.21","Расход","Наличные Медет ","Продукты","135","KZT","135","KZT","","Вода"
"04.10.21","Расход","Kaspi Айкумiс ","Коммунальные (Платежи)","3500","KZT","3500","KZT","","Интернет "
"04.10.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2625","KZT","2625","KZT","","Заправка "
"03.10.21","Расход","Наличные Айкумiс ","Копилка","350","KZT","350","KZT","",""
"03.10.21","Расход","Наличные Айкумiс ","Подарки","950","KZT","950","KZT","","Чехол"
"03.10.21","Расход","Наличные Айкумiс ","Разное (Покупки)","450","KZT","450","KZT","","Отг"
"03.10.21","Расход","Наличные Айкумiс ","Подарки","30","KZT","30","KZT","","Пакет"
"03.10.21","Перевод","Halyk Медет","Kaspi Айкумiс ","3200","KZT","3200","KZT","",""
"03.10.21","Расход","Halyk Медет","Подарки","3600","KZT","3600","KZT","","Цветы"
"03.10.21","Расход","Kaspi Айкумiс ","Подарки","3000","KZT","3000","KZT","","Амире"
"03.10.21","Расход","Kaspi Медет ","Продукты","500","KZT","500","KZT","","Пепси"
"02.10.21","Расход","Наличные Айкумiс ","Продукты","615","KZT","615","KZT","",""
"02.10.21","Расход","Halyk Медет","Необходимое (Продукты)","7939","KZT","7939","KZT","","Астыкжан "
"02.10.21","Расход","Kaspi Медет ","Необходимое (Продукты)","1103","KZT","1103","KZT","","Береке "
"01.10.21","Перевод","Halyk Медет","Kaspi Медет ","30000","KZT","30000","KZT","",""
"01.10.21","Расход","Kaspi Медет ","Продукты","970","KZT","970","KZT","","Солнечный "
"01.10.21","Расход","Kaspi Айкумiс ","Уход за собой","10000","KZT","10000","KZT","","Татуаж "
"01.10.21","Перевод","Наличные Айкумiс ","Наличные Медет ","30","KZT","30","KZT","",""
"01.10.21","Расход","Наличные Айкумiс ","Продукты","266","KZT","266","KZT","","Береке"
"01.10.21","Расход","Kaspi Медет ","Необязательное (Продукты)","190","KZT","190","KZT","","Вода"
"01.10.21","Перевод","Halyk Медет","Сбербанк","65000","KZT","65000","KZT","",""
"01.10.21","Доход","Halyk Медет","Зарплата Медет","171479.19","KZT","171479.19","KZT","",""
"01.10.21","Перевод","Kaspi Медет ","Kaspi Айкумiс ","14000","KZT","14000","KZT","",""
"01.10.21","Перевод","Kaspi Медет "," Ipont","16203","KZT","16203","KZT","",""
"01.10.21","Перевод","Halyk Медет","Бытовая техника","19248.96","KZT","19248.96","KZT","",""
"01.10.21","Перевод","Halyk Медет","Мажорский телик","11478.33","KZT","11478.33","KZT","",""
"30.09.21","Расход","Kaspi Медет ","Такси (Транспорт)","700","KZT","700","KZT","",""
"30.09.21","Расход","Kaspi Медет ","Такси (Транспорт)","650","KZT","650","KZT","",""
"30.09.21","Расход","Kaspi Медет ","Досуг","700","KZT","700","KZT","","Угли"
"30.09.21","Расход","Halyk Медет","Разное (Покупки)","15000","KZT","15000","KZT","","Ремонт телефона"
"30.09.21","Перевод","Halyk Медет","Наличные Айкумiс ","2000","KZT","2000","KZT","",""
"30.09.21","Расход","Halyk Медет","Уход за собой","8000","KZT","8000","KZT","","Прокол ушей"
"30.09.21","Расход","Kaspi Медет ","Для дома  (Покупки)","17550","KZT","17550","KZT","","Люстра"
"30.09.21","Расход","Kaspi Медет ","Покупки","800","KZT","800","KZT","","Для полотенец"
"30.09.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","2670","KZT","2670","KZT","","Заправка"
"30.09.21","Расход","Halyk Медет","Общие (Платежи)","50","KZT","50","KZT","","Обслуживание "
"30.09.21","Расход","Halyk Медет","Общие (Платежи)","150","KZT","150","KZT","","Комиссия за перевод "
"30.09.21","Перевод","Halyk Медет","Kaspi Медет ","20150","KZT","20150","KZT","",""
"30.09.21","Доход","Kaspi Медет ","Подработка","12000","KZT","12000","KZT","",""
"29.09.21","Расход","Kaspi Медет ","Продукты","979","KZT","979","KZT","","Береке"
"29.09.21","Расход","Kaspi Медет ","Кафе","3390","KZT","3390","KZT","","Суши"
"29.09.21","Расход","Kaspi Медет ","Здоровье","2406","KZT","2406","KZT","","Аптека"
"29.09.21","Расход","Kaspi Медет ","Подарки","1000","KZT","1000","KZT","","На день учителя "
"29.09.21","Доход","Halyk Медет","Зарплата Медет","150927","KZT","150927","KZT","","Премия"
"28.09.21","Расход","Kaspi Айкумiс ","Досуг","770","KZT","770","KZT","","В кино"
"28.09.21","Расход","Kaspi Медет ","Продукты","280","KZT","280","KZT","","Молоко"
"28.09.21","Расход","Kaspi Медет ","Досуг","1400","KZT","1400","KZT","","Кино"
"28.09.21","Расход","Kaspi Айкумiс ","Продукты","500","KZT","500","KZT","","Вода"
"27.09.21","Расход","Kaspi Медет ","Здоровье","3390","KZT","3390","KZT","","Таблетки "
"27.09.21","Доход","Kaspi Медет ","Подарки","7000","KZT","7000","KZT","","На лекарства"
"26.09.21","Расход","Kaspi Айкумiс ","Здоровье","766","KZT","766","KZT","","Аптека"
"26.09.21","Расход","Halyk Медет","Необходимое (Продукты)","660","KZT","660","KZT","","Продукты"
"25.09.21","Расход","Kaspi Айкумiс ","Продукты","1340","KZT","1340","KZT","","Фрукты Асеме"
"25.09.21","Расход","Наличные Медет ","Продукты","200","KZT","200","KZT","","Вода"
"25.09.21","Расход","Kaspi Медет ","Транспорт","2625","KZT","2625","KZT","","Заправка "
"25.09.21","Расход","Kaspi Медет ","Досуг","4000","KZT","4000","KZT","","Пикник"
"24.09.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"23.09.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"23.09.21","Расход","Kaspi Медет ","Здоровье","670","KZT","670","KZT","","Инсти"
"23.09.21","Расход","Наличные Айкумiс ","Уход за собой","3000","KZT","3000","KZT","","Ногти"
"23.09.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","4000","KZT","4000","KZT","",""
"23.09.21","Доход","Kaspi Медет ","Подработка","4000","KZT","4000","KZT","",""
"22.09.21","Расход","Kaspi Медет ","Продукты","764","KZT","764","KZT","","Пахлава"
"22.09.21","Расход","Kaspi Айкумiс ","Продукты","280","KZT","280","KZT","",""
"22.09.21","Расход","Kaspi Айкумiс ","Здоровье","390","KZT","390","KZT","","Цветная"
"22.09.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","8000","KZT","8000","KZT","",""
"22.09.21","Перевод","Halyk Айкумiс ","Наличные Айкумiс ","3000","KZT","3000","KZT","",""
"21.09.21","Расход","Kaspi Медет ","Досуг","784","KZT","784","KZT","","Табак"
"21.09.21","Перевод","Halyk Медет","Kaspi Медет ","1000","KZT","1000","KZT","",""
"21.09.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","200","KZT","200","KZT","","Подкачка колёс "
"20.09.21","Расход","Наличные Айкумiс ","Покупки","300","KZT","300","KZT","","Конверт"
"20.09.21","Расход","Halyk Айкумiс ","Личный транспорт (Транспорт)","2670","KZT","2670","KZT","","Заправка"
"19.09.21","Расход","Kaspi Айкумiс ","Кредит (Платежи)","23473","KZT","23473","KZT","","Ред"
"19.09.21","Расход","Halyk Айкумiс ","Для дома  (Покупки)","40480","KZT","40480","KZT","","Люстра"
"19.09.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","428","KZT","428","KZT","",""
"19.09.21","Расход","Наличные Медет ","Такси (Транспорт)","600","KZT","600","KZT","",""
"19.09.21","Перевод","Kaspi Медет ","Kaspi Айкумiс ","21000","KZT","21000","KZT","",""
"18.09.21","Расход","Kaspi Айкумiс ","Продукты","2000","KZT","2000","KZT","","Фарш"
"18.09.21","Расход","Наличные Медет ","Продукты","200","KZT","200","KZT","","Вода"
"18.09.21","Расход","Halyk Медет","Продукты","740","KZT","740","KZT","","Выпечка"
"18.09.21","Расход","Halyk Медет","Необходимое (Продукты)","5353","KZT","5353","KZT","","Солнечный "
"17.09.21","Расход","Kaspi Айкумiс ","Досуг","1219","KZT","1219","KZT","","Пиво"
"17.09.21","Доход","Kaspi Медет ","Разное","20000","KZT","20000","KZT","","Газплита"
"17.09.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2625","KZT","2625","KZT","","Заправка"
"16.09.21","Расход","Наличные Медет ","Продукты","200","KZT","200","KZT","","Лепешка"
"16.09.21","Расход","Halyk Медет","Необходимое (Продукты)","1025","KZT","1025","KZT","","Береке"
"15.09.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","449","KZT","449","KZT","",""
